http://www.tri-cityherald.com/news/local/article153344574.html,data/2017-05-30T18:36:08Z,Autocode-Test:Breach:Misuse:PHIDBR2018:,Robert-Topper,2017-05-30T18_36_08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://newarkadvertiser.co.uk/news/2017/05/26/memory-stick-led-to-stolen-computer,data/2017-05-30T18:52:36Z,Autocode-Test:Breach:Physical:,swidup,2017-05-30T18_52_36Z,,Breach,,Breach:Error,,Breach:Error:PHIDBR2018:,,Breach:Hacking,,Breach:Hacking:Malware,,Breach:Malware,,Breach:Misuse,,Outage,,Malware,,Hacking,,DOS,,Breach:Physical,,Breach:pinboardimport:,,Breach:Social
http://www.durangoherald.com/article/20150303/NEWS01/150309889/Credit-card-systems-go-down-,data/2015-03-06T17:33:56Z,DOS:,jMLLLR,2015-03-06T17_33_56Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://www.tomsguide.com/us/world-of-warcraft-ddos,news-19915.html",data/2014-11-21T21:41:56Z,DOS:,swidup,2014-11-21T21_41_56Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.playstationlifestyle.net/2014/09/21/destiny-servers-down-after-alleged-attack/,data/2014-11-17T19:55:11Z,DOS:,swidup,2014-11-17T19_55_11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theregister.co.uk/2014/11/17/fasthosts_outage_blamed_on_ddos_hack_attack_and_windows_2003_vuln/,data/2014-11-17T17:32:14Z,DOS:,swidup,2014-11-17T17_32_14Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.katc.com/news/lus-says-internet-service-outage-result-of-cyber-attack/,data/2014-11-07T15:40:37Z,DOS:,swidup,2014-11-07T15_40_37Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://nakedsecurity.sophos.com/2014/11/05/100-bitcoin-bounty-slapped-onto-head-of-blackmailer-who-ddosed-bitalo/?utm_source=Naked%2520Security%2520-%2520Feed&utm_medium=feed&utm_content=rss2&utm_campaign=Feed&utm_reader=feedly,data/2014-11-07T15:39:49Z,DOS:,swidup,2014-11-07T15_39_49Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fitsnews.com/2014/11/04/massive-cyberattack-rocks-fits/,data/2014-11-07T15:39:23Z,DOS:,swidup,2014-11-07T15_39_23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.techienews.co.uk/9718714/telegram-150gbps-ddos-attack/,data/2014-10-31T15:58:09Z,DOS:,Spitler,2014-10-31T15_58_09Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.imemc.org/article/69429,data/2014-10-27T20:41:34Z,DOS:,swidup,2014-10-27T20_41_34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ddosattacks.net/more-than-70-hong-kong-government-websites-under-ddos-attack-from-anonymous-hackers/,data/2014-10-27T20:41:01Z,DOS:,swidup,2014-10-27T20_41_01Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.securityweek.com/hackers-target-ukraines-election-website?utm_content=9199368&utm_medium=social&utm_source=linkedin,data/2014-10-27T17:51:40Z,DOS:,swidup,2014-10-27T17_51_40Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://massively.joystiq.com/2014/10/11/trions-games-ddosed-again/,data/2014-10-17T14:56:38Z,DOS:,swidup,2014-10-17T14_56_38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://venturebeat.com/2014/09/29/hacker-group-claims-it-took-down-call-of-duty-destiny-and-ea-servers/,data/2014-09-29T17:33:46Z,DOS:,swidup,2014-09-29T17_33_46Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theregister.co.uk/2014/09/28/ello_hit_by_massive_ddos_attack/?utm_source=twitterfeed&utm_medium=twitter,data/2014-09-29T00:11:31Z,DOS:,swidup,2014-09-29T00_11_31Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theregister.co.uk/2014/08/24/bbc_iplayer_web_version_kicked_offline/,data/2014-09-11T17:52:54Z,DOS:,swidup,2014-09-11T17_52_54Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.computerweekly.com/news/2240227573/DDoS-attack-downs-Twitch-on-news-of-Amazon-acquisition,data/2014-09-11T17:48:43Z,DOS:,swidup,2014-09-11T17_48_43Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.zdnet.com/spark-has-network-meltdown-in-nz-on-back-of-dns-amplification-7000033396/,data/2014-09-10T18:46:03Z,DOS:,swidup,2014-09-10T18_46_03Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theregister.co.uk/2014/09/08/nude_celeb_pics_wrongly_blamed_for_ddos_at_new_zealands_largest_isp/?utm_source=twitterfeed&utm_medium=twitter,data/2014-09-08T07:13:01Z,DOS:,nicolasvillatte,2014-09-08T07_13_01Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.techworld.com/security/3539835/hackers-summon-cdrdos-attack-against-australian-data-centre-using-supertool/?olo=rss,data/2014-08-26T20:47:05Z,DOS:,swidup,2014-08-26T20_47_05Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.thedrum.com/news/2014/08/25/sony-denies-data-breach-its-playstation-network-taken-offline-following-cyber-attack,data/2014-08-25T21:05:19Z,DOS:,swidup,2014-08-25T21_05_19Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ibtimes.co.uk/eve-online-servers-knocked-offline-due-ddos-attacks-1462180,data/2014-08-22T22:54:36Z,DOS:,nicolasvillatte,2014-08-22T22_54_36Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://en.ria.ru/russia/20140803/191676816/RIA-Novosti-Website-Hit-by-Cyber-Attack.html,data/2014-08-17T00:04:30Z,DOS:,swidup,2014-08-17T00_04_30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.irishtimes.com/business/sectors/technology/irish-domains-hit-with-denial-of-service-attack-1.1891838,data/2014-08-15T23:00:20Z,DOS:,swidup,2014-08-15T23_00_20Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cnet.com/news/st-louis-police-website-suffers-ddos-attack/,data/2014-08-15T16:20:08Z,DOS:,swidup,2014-08-15T16_20_08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blog.zanox.com/en/zanox/2014/07/02/statement-ddos-attack/,data/2014-07-31T03:33:55Z,DOS:,swidup,2014-07-31T03_33_55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/19-Years-Old-Russian-Arrested-for-DDoS-Attacks-and-Ransom-Demands-452085.shtml,data/2014-07-25T14:57:42Z,DOS:,swidup,2014-07-25T14_57_42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://cw.com.hk/feature/popvote-attack-aftermath,data/2014-07-16T18:10:18Z,DOS:,swidup,2014-07-16T18_10_18Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.forbes.com/sites/bruceupbin/2014/06/18/move-inc-hit-by-major-ddos-attack/,data/2014-06-20T14:47:33Z,DOS:,blackfist,2014-06-20T14_47_33Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.codespaces.com/,data/2014-06-18T17:38:24Z,DOS:,tecamac,2014-06-18T17_38_24Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://in.reuters.com/article/2014/06/11/brazil-worldcup-hackers-idINL2N0OS0Q920140611,data/2014-06-13T14:42:00Z,DOS:,jayjacobs,2014-06-13T14_42_00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ddos.inforisktoday.com/3-companies-hit-by-ddos-attacks-a-6941,data/2014-06-12T17:19:16Z,DOS:,nicolasvillatte,2014-06-12T17_19_16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://torrentfreak.com/hosting-provider-plagued-ddos-attcks-torrent-sites-140520/,data/2014-05-20T23:00:05Z,DOS:,krmaxwell,2014-05-20T23_00_05Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hackread.com/anonymous-oppayback-us-military-domains/,data/2014-05-20T15:55:06Z,DOS:,krmaxwell,2014-05-20T15_55_06Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ecns.cn/2014/05-13/113689.shtml,data/2014-05-16T15:54:46Z,DOS:,swidup,2014-05-16T15_54_46Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://rutracker.org/forum/viewtopic.php?t=4710074,data/2014-04-10T15:28:27Z,DOS:,blackfist,2014-04-10T15_28_27Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bloomberg.com/news/2014-03-26/tcs-founder-says-hacker-attacks-on-his-bank-may-be-from-ukraine.html,data/2014-03-28T22:55:44Z,DOS:,swidup,2014-03-28T22_55_44Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.coindesk.com/rumours-panic-ddos-attack-huobis-wild-week/,data/2014-03-26T20:21:16Z,DOS:,hrbrmstr,2014-03-26T20_21_16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://twitter.com/SurveyGizmo/status/448852553980055552,data/2014-03-26T20:14:22Z,DOS:,swidup,2014-03-26T20_14_22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Website-of-British-Ministry-of-Justice-Disrupted-by-DDOS-Attack-426652.shtml,data/2014-02-13T23:26:48Z,DOS:,swidup,2014-02-13T23_26_48Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.washingtonpost.com/blogs/the-switch/wp/2014/01/24/online-attack-cripples-u-s-court-system/,data/2014-01-25T06:09:02Z,DOS:,swidup,2014-01-25T06_09_02Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.mprnews.org/story/2016/01/08/minnesota-court-website-cyberattack,data/2016-01-09T07:19:21Z,DOS:Hacking:,Robert-Topper,2016-01-09T07_19_21Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/anonymous-takes-down-five-government-websites-in-iceland-to-protest-whale-hunting-496860.shtml,data/2015-11-30T17:39:09Z,DOS:Hacking:,Robert-Topper,2015-11-30T17_39_09Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/ddos-attacks-on-protonmail-continue-despite-the-company-paying-6-000-ransom-495819.shtml,data/2015-11-06T16:23:10Z,DOS:Hacking:,dhylender,2015-11-06T16_23_10Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theregister.co.uk/2015/09/03/hosting_biz_servint_hit_by_ddos_attack/,data/2015-09-04T17:44:58Z,DOS:Hacking:,swidup,2015-09-04T17_44_58Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bbc.com/news/uk-england-manchester-34136535,data/2015-09-04T17:44:42Z,DOS:Hacking:,swidup,2015-09-04T17_44_42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.telegraph.co.uk/news/uknews/law-and-order/11836239/Lizard-Squad-hackers-attack-National-Crime-Agency-website.html,data/2015-09-03T23:35:57Z,DOS:Hacking:,swidup,2015-09-03T23_35_57Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.itproportal.com/2015/08/26/mumsnet-hacked-and-swatted-again/,data/2015-08-28T14:29:56Z,DOS:Hacking:,swidup,2015-08-28T14_29_56Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.drf.com/news/adws-hit-cyber-attack,data/2015-08-28T14:21:36Z,DOS:Hacking:,nicolasvillatte,2015-08-28T14_21_36Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.zdnet.com/article/github-combats-ddos-cyberattack/,data/2015-08-26T20:49:40Z,DOS:Hacking:,swidup,2015-08-26T20_49_40Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/disgruntled-user-hacks-his-way-atop-the-oneplus-reservation-system-488434.shtml,data/2015-08-04T15:11:22Z,DOS:Hacking:,swidup,2015-08-04T15_11_22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/envato-under-two-week-long-ddos-from-unknown-attacker-486842.shtml,data/2015-07-14T15:27:22Z,DOS:Hacking:,swidup,2015-07-14T15_27_22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.kotaku.com.au/2015/07/daybreak-games-hit-by-ddos-after-ceo-threatens-lizard-squad-hacker/,data/2015-07-13T17:26:47Z,DOS:Hacking:,swidup,2015-07-13T17_26_47Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/telegram-servers-hit-by-ddos-in-asia-pacific-region-486703.shtml,data/2015-07-13T15:30:42Z,DOS:Hacking:,swidup,2015-07-13T15_30_42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://krqe.com/2015/06/25/rio-rancho-teens-in-trouble-for-organizing-hack-against-enfamil/,data/2015-06-29T22:59:55Z,DOS:Hacking:,swidup,2015-06-29T22_59_55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.thewindowsclub.com/trai-exposes-email-ids-millions-anonymous-india-takes-website-77689/,data/2015-04-29T22:39:40Z,DOS:Hacking:,jMLLLR,2015-04-29T22_39_40Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.forbes.com/sites/parmyolson/2014/11/20/the-largest-cyber-attack-in-history-has-been-hitting-hong-kong-sites/,data/2014-12-13T02:29:08Z,DOS:Hacking:,swidup,2014-12-13T02_29_08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.thelocal.se/20141212/telia-hit-again-in-new-hacking-attack,data/2014-12-12T19:29:26Z,DOS:Hacking:,swidup,2014-12-12T19_29_26Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.reuters.com/article/2014/12/10/us-usa-new-york-chokehold-anonymous-idUSKBN0JO2HG20141210,data/2014-12-11T18:39:41Z,DOS:Hacking:,swidup,2014-12-11T18_39_41Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://status.1and1.com/#Incident,data/2014-12-11T00:05:03Z,DOS:Hacking:,swidup,2014-12-11T00_05_03Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cleveland.com/olmsted/index.ssf/2014/12/olmsted_falls_to_ask_feds_for.html,data/2014-12-10T20:11:02Z,DOS:Hacking:,swidup,2014-12-10T20_11_02Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theregister.co.uk/2014/12/03/fort_lauderdale_websites_ddosed_after_anonymous_threats_over_feeding_ban/,data/2014-12-09T23:17:49Z,DOS:Hacking:,swidup,2014-12-09T23_17_49Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.connexionfrance.com/hackers-disrupt-ballot-ump-party-16400-view-article.html,data/2014-11-29T22:44:25Z,DOS:Hacking:,swidup,2014-11-29T22_44_25Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/City-of-Phoenix-Computers-Under-DDoS-Attack-463286.shtml,data/2014-10-31T14:26:38Z,DOS:Hacking:,swidup,2014-10-31T14_26_38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.securityweek.com/hackers-disrupt-tunisia-voter-registration,data/2014-07-11T15:29:13Z,DOS:Hacking:,swidup,2014-07-11T15_29_13Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Anonymous-Norway-Attacks-Major-Financial-Institutions-450152.shtml,data/2014-07-11T15:28:20Z,DOS:Hacking:,swidup,2014-07-11T15_28_20Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://newsbtc.com/2014/07/07/american-bitcoin-exchange-campbx-combats-ddos-attack/,data/2014-07-11T15:27:06Z,DOS:Hacking:,swidup,2014-07-11T15_27_06Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/RedHack-Hackers-Target-Aktif-Bank-over-Controversial-e-Ticketing-System-438409.shtml,data/2014-04-18T16:56:25Z,DOS:Hacking:,thocoats,2014-04-18T16_56_25Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.nbcnews.com/tech/security/meetup-com-still-offline-refuses-pay-300-ransom-hackers-n43306,data/2014-03-04T22:27:55Z,DOS:Hacking:,swidup,2014-03-04T22_27_55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.reuters.com/article/2013/04/24/net-us-schwab-website-idUSBRE93M1DV20130424?feedType=RSS&feedName=internetNews,data/2014-06-19T23:12:46Z,DOS:Outage:pinboardimport:,hrbrmstr,2014-06-19T23_12_46Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.aboutschwab.com/press/a_message_from_schwab/,data/2014-06-19T23:12:44Z,DOS:Outage:pinboardimport:,hrbrmstr,2014-06-19T23_12_44Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://arstechnica.com/security/2013/04/potent-ddos-attacks-on-mt-gox-delays-rollout-of-new-virtual-currency/,data/2014-06-19T23:12:44Z,DOS:pinboardimport:,hrbrmstr,2014-06-19T23_12_44Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.net-security.org/secworld.php?id=14787,data/2014-06-19T21:15:55Z,DOS:pinboardimport:,hrbrmstr,2014-06-19T21_15_55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.yahoo.com/korean-sites-still-down-war-anniversary-hack-034026360.html,data/2014-06-19T21:09:44Z,DOS:pinboardimport:,hrbrmstr,2014-06-19T21_09_44Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blog.trendmicro.com/trendlabs-security-intelligence/south-korean-government-dns-servers-targeted-by-ddos-attacks/,data/2014-06-19T21:09:34Z,DOS:pinboardimport:,hrbrmstr,2014-06-19T21_09_34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://status.ixwebhosting.com/2013/07/02/07012013-ddos-incident-report/,data/2014-06-19T21:09:20Z,DOS:pinboardimport:,hrbrmstr,2014-06-19T21_09_20Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blogs.cisco.com/security/network-solutions-customer-site-compromises-and-ddos/,data/2014-06-19T21:07:34Z,DOS:pinboardimport:,hrbrmstr,2014-06-19T21_07_34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/DDOS-Attack-on-Network-Solutions-Impacts-Customers-and-Company-s-Website-369056.shtml,data/2014-06-19T21:07:27Z,DOS:pinboardimport:,swidup,2014-06-19T21_07_27Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theregister.co.uk/2013/08/15/github_ddos/,data/2014-06-19T21:05:33Z,DOS:pinboardimport:,hrbrmstr,2014-06-19T21_05_33Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Three-Major-Al-Qaida-Forums-Disrupted-by-DDOS-Attack-376443.shtml,data/2014-06-19T21:02:56Z,DOS:pinboardimport:,hrbrmstr,2014-06-19T21_02_56Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bloomberg.com/news/2014-03-12/lloyds-leak-regulation-a-reform-cme-europe-compliance.html,data/2014-03-12T22:55:31Z,duplicate:Update:,swidup,2014-03-12T22_55_31Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/a-second-inadequately-secured-mexican-voter-list-exposes-data-on-more-than-2-million-voters/,data/2016-05-20T22:38:14Z,Error:,Robert-Topper,2016-05-20T22_38_14Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.kaaltv.com/article/stories/S3857688.shtml?cat=10151,data/2015-07-23T23:13:47Z,Error:,swidup,2015-07-23T23_13_47Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://threatpost.com/heartbleed-saga-escalates-with-real-attacks-stolen-private-keys/105436,data/2014-04-15T12:35:52Z,Error:,blackfist,2014-04-15T12_35_52Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.theguardian.com/technology/2014/feb/03/nhs-choices-bug-malware-site,data/2014-02-03T19:42:00Z,Error:Hacking:,tecamac,2014-02-03T19_42_00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dailydot.com/politics/154-million-voter-files-exposed-l2/,data/2016-06-22T20:17:35Z,Error:Needs Details:,Spitler,2016-06-22T20_17_35Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.scmagazine.com/trump-protests-hack-fm-radio-stations-to-play-protest-song/article/635873/,data/2017-02-02T23:12:32Z,Hacking:,ama0990,2017-02-02T23_12_32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.riskbasedsecurity.com/2016/05/australia-from-the-archives-13000-user-accounts-leaked-from-fairfax/,data/2016-05-20T22:45:49Z,Hacking:,Robert-Topper,2016-05-20T22_45_49Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/in-hacked-indian-railway-catering-and-tourism-corporation-website-made-lakhs-selling-fake-tickets-before-cbi-got-him/,data/2016-04-29T23:31:09Z,Hacking:,Robert-Topper,2016-04-29T23_31_09Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.wfaa.com/story/news/local/dallas-county/2016/01/21/dart-computers-hacked-no-customer-information-stolen-officials-say/79142914/,data/2016-01-23T06:48:41Z,Hacking:,Robert-Topper,2016-01-23T06_48_41Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/blog-of-news-site-the-independent-hacked-leads-to-teslacrypto-ransomware/,data/2015-12-09T00:36:28Z,Hacking:,Robert-Topper,2015-12-09T00_36_28Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.databreaches.net/hacker-sent-death-to-the-jews-text-messages-after-breach-in-phone-network/,data/2015-12-02T16:47:11Z,Hacking:,kjessen,2015-12-02T16_47_11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/australia-blames-china-for-hacking-weather-bureau-supercomputer-497017.shtml,data/2015-12-02T16:45:04Z,Hacking:,dhylender,2015-12-02T16_45_04Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.scmagazine.com/louisiana-man-arrested-for-damaging-employers-computers/article/424513/,data/2015-07-08T17:03:38Z,Hacking:,swidup,2015-07-08T17_03_38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Domain-Registrar-eNom-Informs-of-DNS-Hijack-Attack-481867.shtml,data/2015-05-22T04:00:19Z,Hacking:,swidup,2015-05-22T04_00_19Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/Lizard-Squad-Diverts-Connection-to-Google-Vietnam-473982.shtml,data/2015-03-01T05:22:10Z,Hacking:,Toastrevolution,2015-03-01T05_22_10Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.oag.state.md.us/idtheft/Breach%20Notices/itu-244326.pdf,data/2015-01-07T00:30:46Z,Hacking:,jMLLLR,2015-01-07T00_30_46Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bloomberg.com/news/2014-12-10/mysterious-08-turkey-pipeline-blast-opened-new-cyberwar.html,data/2014-12-12T15:36:04Z,Hacking:,swidup,2014-12-12T15_36_04Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://abcnews.go.com/International/wireStory/polish-election-commission-website-hacked-27018015,data/2014-11-20T16:58:49Z,Hacking:,swidup,2014-11-20T16_58_49Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.wired.com/2014/11/nashville/,data/2014-11-14T15:32:18Z,Hacking:,swidup,2014-11-14T15_32_18Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.abc.net.au/news/2014-11-13/g20-china-affliliated-hackers-breaches-australian-media/5889442,data/2014-11-14T15:22:25Z,Hacking:,swidup,2014-11-14T15_22_25Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bloomberg.com/news/2014-11-11/catalonia-independence-ballot-hit-by-cyber-attacks.html,data/2014-11-14T15:21:04Z,Hacking:,swidup,2014-11-14T15_21_04Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.nytimes.com/2014/10/20/technology/dial-and-redial-phone-hackers-stealing-billions-.html?_r=0,data/2014-10-27T20:40:21Z,Hacking:,swidup,2014-10-27T20_40_21Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.washingtontimes.com/news/2014/oct/15/inside-the-ring-chinese-tried-to-hack-nsa-using-us/#ixzz3GJWcsr00,data/2014-10-17T14:55:20Z,Hacking:,swidup,2014-10-17T14_55_20Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.11alive.com/story/news/local/2014/09/22/aps-investigating-computer-hacking-at-grady-high-school/16058533/,data/2014-09-22T23:21:45Z,Hacking:,swidup,2014-09-22T23_21_45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://thehackernews.com/2014/09/israeli-think-tank-compromised-to-serve_9.html,data/2014-09-10T18:27:09Z,Hacking:,swidup,2014-09-10T18_27_09Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://community.websense.com/blogs/securitylabs/archive/2014/07/22/metro-us-website-compromised-to-serve-malicious-code.aspx,data/2014-07-25T14:54:29Z,Hacking:,swidup,2014-07-25T14_54_29Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://www.ynetnews.com/articles/0,7340,L-4543596,00.html",data/2014-07-18T01:13:10Z,Hacking:,jayjacobs,2014-07-18T01_13_10Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.jpost.com/National-News/Cyber-attack-hits-Knesset-Rivlins-e-mail-hacked-347869,data/2014-04-11T15:11:49Z,Hacking:,swidup,2014-04-11T15_11_49Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hackread.com/opisrael-anonymous-hacks-leaks-israel/,data/2014-04-11T15:11:23Z,Hacking:,nicolasvillatte,2014-04-11T15_11_23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://arstechnica.com/information-technology/2014/03/google-dns-briefly-hijacked-to-venezuela/,data/2014-03-18T02:47:00Z,Hacking:,Spitler,2014-03-18T02_47_00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://michiganradio.org/post/michigan-radio-rds-breach,data/2014-03-13T00:10:10Z,Hacking:,jayjacobs,2014-03-13T00_10_10Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ehackingnews.com/2014/02/two-students-hacked-data-infosys.html#sthash.JTZBMD1r.dpuf,data/2014-02-18T18:05:50Z,Hacking:,swidup,2014-02-18T18_05_50Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.securelist.com/en/blog/208216070/Largest_Website_in_Sweden_Spreading_Malicious_Code,data/2014-02-07T18:14:12Z,Hacking:,swidup,2014-02-07T18_14_12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.pcpro.co.uk/news/security/386887/123-reg-hack-knocks-out-120-uk-domains,data/2014-02-07T15:19:29Z,Hacking:,tecamac,2014-02-07T15_19_29Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/6-Million-Chinese-Programmers-Exposed-After-Software-Developer-Network-Breach-242319.shtml,data/2014-02-07T04:45:36Z,Hacking:,blackfist,2014-02-07T04_45_36Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://news.softpedia.com/news/38-Million-Users-Exposed-After-Gaming-Site-Hacking-242616.shtml,data/2014-02-07T04:44:22Z,Hacking:,blackfist,2014-02-07T04_44_22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
